"exp_geno"	"se_geno"	"padj"	"FlyBaseID"	"Top.Sig"	"Sig"
1.97928910924927	0.743658457138674	0.46886188339827	"FBgn0266329"	FALSE	TRUE
1.8018152523154	0.386684886249905	0.00510178342425179	"FBgn0041243"	TRUE	TRUE
1.63431620116402	0.645270680327973	0.46886188339827	"FBgn0085250"	FALSE	TRUE
1.55401961211622	0.514393634517367	0.46886188339827	"FBgn0262960"	FALSE	TRUE
1.53392157233698	0.494350499150394	0.46886188339827	"FBgn0036468"	FALSE	TRUE
1.52120412503302	0.430121037797783	0.186219466680614	"FBgn0030880"	FALSE	TRUE
1.51363275165476	0.211551455152802	8.75889219629727e-09	"FBgn0033720"	TRUE	TRUE
1.4479474317765	0.271455972559645	0.000264922736572956	"FBgn0265078"	TRUE	TRUE
1.43581491993164	0.308821880585047	0.00510178342425179	"FBgn0051700"	TRUE	TRUE
1.42448093967639	0.409761135590065	0.200222370792578	"FBgn0054046"	FALSE	TRUE
1.42062518740515	0.595891081438528	0.46886188339827	"FBgn0261831"	FALSE	TRUE
1.41447118700157	0.750903039025277	0.46886188339827	"FBgn0263320"	FALSE	TRUE
1.35439425063818	0.29540532768279	0.00626353932479097	"FBgn0053013"	TRUE	TRUE
1.34672365996765	0.499652392690277	0.46886188339827	"FBgn0028416"	FALSE	TRUE
1.31142389131975	0.480479189183249	0.46886188339827	"FBgn0267005"	FALSE	TRUE
1.28651496949371	0.413025423136184	0.46886188339827	"FBgn0263339"	FALSE	TRUE
1.27684109931418	0.373304163830773	0.21555584077918	"FBgn0267228"	FALSE	TRUE
-1.25038069712482	0.462486474058433	0.46886188339827	"FBgn0038487"	FALSE	TRUE
1.23344767062848	0.328639055925879	0.104664329037308	"FBgn0266628"	FALSE	TRUE
1.22890635872247	0.530775061268901	0.46886188339827	"FBgn0286933"	FALSE	TRUE
1.22050853859234	0.452498949263768	0.46886188339827	"FBgn0266162"	FALSE	TRUE
1.21153906912993	0.53162012841206	0.46886188339827	"FBgn0266897"	FALSE	TRUE
1.18713928164796	0.670872466955681	0.46886188339827	"FBgn0266913"	FALSE	TRUE
-1.18310081776643	0.468970945994627	0.46886188339827	"FBgn0050045"	FALSE	TRUE
1.16363796444448	0.42259383506579	0.46886188339827	"FBgn0266893"	FALSE	TRUE
1.15924735471325	0.452535290006833	0.46886188339827	"FBgn0284413"	FALSE	TRUE
1.152547338267	0.694058645050823	0.46886188339827	"FBgn0265765"	FALSE	TRUE
-1.15207326368494	0.530386910622966	0.46886188339827	"FBgn0046253"	FALSE	TRUE
-1.15139868903338	0.534856102075784	0.46886188339827	"FBgn0003977"	FALSE	TRUE
-1.15052270322136	0.515875989385881	0.46886188339827	"FBgn0033043"	FALSE	TRUE
1.14890103496544	0.355152213783747	0.356910821133146	"FBgn0016970"	FALSE	TRUE
1.14773134396582	0.28367706573692	0.0449149909753038	"FBgn0263874"	TRUE	TRUE
1.14707673662208	0.555246481608927	0.46886188339827	"FBgn0264373"	FALSE	TRUE
-1.13976696545367	0.823792958962916	0.46886188339827	"FBgn0032749"	FALSE	TRUE
1.13070153759131	0.52747937592454	0.46886188339827	"FBgn0264994"	FALSE	TRUE
1.12785407007058	0.228204491916096	0.00177424006744251	"FBgn0040849"	TRUE	TRUE
1.1151786276532	0.38020665394543	0.46886188339827	"FBgn0051832"	FALSE	TRUE
1.11098973411608	0.374830650532181	0.46886188339827	"FBgn0267585"	FALSE	TRUE
1.1109047843266	0.421228452367565	0.46886188339827	"FBgn0034475"	FALSE	TRUE
1.10808983382484	0.419600202918934	0.46886188339827	"FBgn0263660"	FALSE	TRUE
-1.10015605097256	0.662360460416125	0.46886188339827	"FBgn0031617"	FALSE	TRUE
-1.09692714577105	0.52920492427916	0.46886188339827	"FBgn0038397"	FALSE	TRUE
1.08701945951318	0.581987617976008	0.46886188339827	"FBgn0266862"	FALSE	TRUE
1.07095112971741	0.409500582319202	0.46886188339827	"FBgn0054005"	FALSE	TRUE
-1.07094412624124	0.604188853786351	0.46886188339827	"FBgn0085249"	FALSE	TRUE
1.06666720330701	0.374865469862453	0.46886188339827	"FBgn0033301"	FALSE	TRUE
-1.06510162092587	0.585343922771532	0.46886188339827	"FBgn0085382"	FALSE	TRUE
-1.06458241503942	0.577566858032266	0.46886188339827	"FBgn0259108"	FALSE	TRUE
1.06389759103132	0.629680178272141	0.46886188339827	"FBgn0036782"	FALSE	TRUE
1.06326798560306	0.184761050784648	2.98959289750404e-05	"FBgn0267691"	TRUE	TRUE
-1.06145021351886	0.61248184785891	0.46886188339827	"FBgn0053519"	FALSE	TRUE
1.06055362604221	0.447342305217189	0.46886188339827	"FBgn0262595"	FALSE	TRUE
1.06009756808204	0.356981452240184	0.46886188339827	"FBgn0265588"	FALSE	TRUE
-1.05918674189404	0.547554426062981	0.46886188339827	"FBgn0086906"	FALSE	TRUE
-1.05886708380886	0.409340838833168	0.46886188339827	"FBgn0263091"	FALSE	TRUE
1.05385683925446	0.394940910779008	0.46886188339827	"FBgn0267620"	FALSE	TRUE
-1.05317026149856	0.156401115247354	7.59784406530006e-08	"FBgn0050049"	TRUE	TRUE
-1.04927879244166	0.595866016813878	0.46886188339827	"FBgn0013813"	FALSE	TRUE
-1.04812084728793	0.572677115482817	0.46886188339827	"FBgn0011230"	FALSE	TRUE
1.04689575036074	0.32176385352203	0.349132172640232	"FBgn0053868"	FALSE	TRUE
-1.03968144661633	0.566876979322559	0.46886188339827	"FBgn0261836"	FALSE	TRUE
-1.03679000787085	0.324784559894204	0.389302421914132	"FBgn0043576"	FALSE	TRUE
-1.03482931877509	0.628852298256327	0.46886188339827	"FBgn0035798"	FALSE	TRUE
1.03364200656653	0.425391851363103	0.46886188339827	"FBgn0262686"	FALSE	TRUE
1.03277867713821	0.510843433683864	0.46886188339827	"FBgn0265898"	FALSE	TRUE
1.03226758801513	0.388330055724125	0.46886188339827	"FBgn0260868"	FALSE	TRUE
-1.02891055776581	0.392943499424283	0.46886188339827	"FBgn0051792"	FALSE	TRUE
1.02648411664586	0.435250427337135	0.46886188339827	"FBgn0267741"	FALSE	TRUE
1.0189642045831	0.649072025201158	0.46886188339827	"FBgn0267179"	FALSE	TRUE
1.01836576834837	0.58663489285858	0.46886188339827	"FBgn0004781"	FALSE	TRUE
1.01546179893275	0.364386605988083	0.46886188339827	"FBgn0082980"	FALSE	TRUE
1.01362174167747	0.517792363024688	0.46886188339827	"FBgn0034255"	FALSE	TRUE
-1.00482993447708	0.386191667006372	0.46886188339827	"FBgn0037324"	FALSE	TRUE
1.00469437457408	0.332465863564574	0.46886188339827	"FBgn0266818"	FALSE	TRUE
-1.00037550632661	0.450479519257439	0.46886188339827	"FBgn0035513"	FALSE	TRUE
-1.00021206589814	0.265666089678345	0.104413503282139	"FBgn0033110"	FALSE	TRUE
0.999450424191091	0.444879606865637	0.46886188339827	"FBgn0052279"	FALSE	TRUE
-0.998507647387015	0.301897351022262	0.299705087172674	"FBgn0264879"	FALSE	TRUE
0.997882674712831	0.528648770883219	0.46886188339827	"FBgn0266096"	FALSE	TRUE
0.997411278941918	0.479552390310632	0.46886188339827	"FBgn0054007"	FALSE	TRUE
